Unnamed: 0,Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Converted
6176,01a35f67-534c-436f-852f-e9edb7fc4d9c,602412.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent,0.0
5326,454a0a2c-d430-41bc-b66c-9988bd1b0108,608967.0,Landing Page Submission,Google,No,No,10.0,97.0,3.33,Email Opened,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Leads,Mumbai,,,,,No,No,Email Opened,1.0
3619,8904906d-cfea-4b46-b780-d432ef5e22cf,625793.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
6830,69229b34-972b-4bbb-96b2-de755734b74e,597310.0,Landing Page Submission,Direct Traffic,Yes,No,2.0,385.0,2.0,Email Bounced,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,Yes,Modified,0.0
4832,73c742d1-ee5b-4bb6-8a01-bd06b47d3a5e,613659.0,Lead Add Form,Reference,No,No,3.0,1678.0,3.0,Email Opened,,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,Email Opened,1.0
2298,ca9eff1e-f222-4bc0-bf8e-5938d0e211df,637463.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,0.0
2981,692991f9-9c6c-4d70-82e8-d59b93d4050b,631306.0,Landing Page Submission,Google,No,No,8.0,546.0,2.67,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Cities of Maharashtra,,,,,No,Yes,Email Opened,0.0
8262,d16b2446-cc95-4c55-9d81-016b673bfe56,586799.0,Landing Page Submission,Organic Search,No,No,4.0,1544.0,2.0,Email Opened,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Email Opened,1.0
4539,bb0abb6c-8f95-45df-beb3-d93b8bafb011,616143.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
7468,e4389ef0-15bf-4348-8d9c-260013cc1415,592345.0,Landing Page Submission,Direct Traffic,No,No,5.0,1224.0,5.0,SMS Sent,Saudi Arabia,Business Administration,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Leads,Mumbai,02.Medium,01.High,13.0,18.0,No,No,SMS Sent,0.0
1340,30ba64e9-d091-4fd8-812f-f0d37608d900,645785.0,Landing Page Submission,Google,No,No,2.0,189.0,2.0,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Email Opened,1.0
8299,4414f094-6ac7-4ace-8397-d716444d2a76,586511.0,API,Organic Search,Yes,No,1.0,1323.0,1.0,Email Bounced,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Not Sure,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified,0.0
987,fe6757d1-331a-4f99-b8f9-f301e1cc02cc,649586.0,API,Referral Sites,No,No,1.0,815.0,1.0,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,13.0,No,No,Modified,0.0
2909,268c64cd-3729-4df7-900d-c7a1bc4830d3,631747.0,API,Olark Chat,No,No,1.0,241.0,1.0,Email Opened,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,,,,,No,No,Email Opened,0.0
7272,3f744cff-31ca-46df-8db7-1afe38f87a8b,593761.0,API,Google,No,No,2.0,772.0,1.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Select,Select,,,,,No,No,SMS Sent,0.0
1812,3d6239ad-f532-4d0d-8367-3f46408ea71a,641905.0,Landing Page Submission,Google,No,No,10.0,1026.0,10.0,SMS Sent,India,Supply Chain Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,SMS Sent,1.0
6946,342298a0-0a06-45e6-8f07-03d286c7eb90,596395.0,Landing Page Submission,Direct Traffic,No,No,10.0,1343.0,2.5,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Thane & Outskirts,,,,,No,Yes,Email Opened,1.0
8925,7543fd0b-8499-44f9-997c-b8e4642b039e,581908.0,Landing Page Submission,Direct Traffic,No,No,6.0,44.0,3.0,SMS Sent,India,Media and Advertising,Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Worst,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,19.0,No,No,SMS Sent,0.0
6276,bffe92b7-0a85-423a-8ae3-21e3d7fbcf25,601708.0,Landing Page Submission,Google,No,No,5.0,1049.0,2.5,Page Visited on Website,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,Page Visited on Website,1.0
4367,bca69ad4-a7d4-4499-a09b-c774af08351e,617860.0,Landing Page Submission,Organic Search,No,No,2.0,73.0,2.0,Converted to Lead,United Kingdom,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Select,,,,,No,No,Modified,0.0
4570,493e6a9e-8c3f-494b-97ca-204ba3fb0b4b,615929.0,Landing Page Submission,Google,Yes,No,3.0,263.0,3.0,SMS Sent,India,Operations Management,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,,,,,No,No,Modified,0.0
4404,7a6adce5-8b39-4727-981d-6b0b66d9f4df,617545.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,Select,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,,,,,No,No,Olark Chat Conversation,0.0
3626,47de98bb-95a3-4393-bdd3-3d80d6b67e37,625713.0,Landing Page Submission,youtubechannel,Yes,No,4.0,487.0,2.0,Unsubscribed,Canada,Business Administration,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Unsubscribed,0.0
7989,55091ba3-0a24-4126-a6a7-6e16e9265311,588618.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,Email Opened,,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Email Opened,1.0
4667,f46bc81e-2d43-4252-9d1b-d55a896e8c14,614964.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,Email Opened,1.0
2373,0c458843-3969-479a-973d-4e2aee60bf94,636899.0,API,Google,No,No,2.0,779.0,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,03.Low,02.Medium,11.0,15.0,No,No,SMS Sent,1.0
6734,96d83706-75a7-4f03-a674-0f23a53bb7ea,598159.0,Landing Page Submission,Direct Traffic,Yes,No,3.0,95.0,3.0,Email Bounced,United States,IT Projects Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Modified,0.0
921,67c56daa-f6b1-4e64-bcea-8fe0b2a3e36d,650514.0,API,Referral Sites,No,No,2.0,494.0,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Select,Select,02.Medium,02.Medium,13.0,13.0,No,No,Email Opened,0.0
997,3c9ececf-6393-4002-adc0-032e4c6d37ed,649470.0,API,Google,No,No,10.0,764.0,10.0,Email Opened,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Lateral Student,Select,01.High,02.Medium,16.0,16.0,No,No,Email Opened,1.0
6085,eeff8ee1-bfdd-474c-b30a-d95534fa521a,603156.0,Landing Page Submission,Direct Traffic,No,No,6.0,1131.0,6.0,SMS Sent,India,International Business,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Potential Lead,Mumbai,,,,,No,Yes,SMS Sent,1.0
2812,f562750e-8075-45ae-802e-fd2c100c83cc,632772.0,Landing Page Submission,Direct Traffic,No,No,7.0,1720.0,2.33,SMS Sent,India,"Banking, Investment And Insurance",Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Other Cities,,,,,No,No,Modified,0.0
6348,15db4a44-acbd-4196-96bd-2d3c1b0b650c,601187.0,Landing Page Submission,Direct Traffic,No,No,8.0,629.0,4.0,Page Visited on Website,India,Finance Management,Student of SomeSchool,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Modified,0.0
5173,909a260f-f5fe-4c8a-82bf-997700a58fa2,610273.0,Landing Page Submission,Google,No,No,5.0,1171.0,5.0,SMS Sent,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities,,,,,No,No,SMS Sent,1.0
3885,d69a2f5e-7260-4690-81e6-c1dfec5c57ce,622730.0,Landing Page Submission,Direct Traffic,No,No,3.0,1625.0,3.0,Converted to Lead,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Cities of Maharashtra,,,,,No,Yes,Modified,0.0
3438,f0c49199-7f91-4ca6-9fda-cd6dcec8c550,627364.0,Landing Page Submission,Direct Traffic,No,No,2.0,270.0,2.0,Email Opened,India,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,,,,,No,Yes,Email Opened,0.0
3687,5a9c73c6-c0df-4aa1-bc74-24533b4875e8,624762.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,1.0
5604,bebfcae0-3177-4714-a8d8-b6e11f57872a,606981.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent,0.0
1054,8a77bc3f-65e9-494f-8141-d475eca13766,648987.0,API,Referral Sites,No,No,5.0,320.0,5.0,Olark Chat Conversation,Sri Lanka,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,14.0,13.0,No,No,Modified,0.0
631,2c95ac86-9b80-4326-944c-9b69278e6745,653943.0,Lead Add Form,Reference,No,No,,1743.0,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,Modified,1.0
9023,4433719b-91bd-4145-a68d-be17e69ecac1,581179.0,API,Organic Search,No,No,6.0,262.0,6.0,Converted to Lead,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,Potential Lead,Select,03.Low,02.Medium,10.0,16.0,No,No,Modified,0.0
3840,32f3103a-8618-4d68-83a3-c22a67f6995a,623290.0,Landing Page Submission,Organic Search,No,No,4.0,1264.0,2.0,SMS Sent,India,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Tier II Cities,,,,,No,Yes,SMS Sent,1.0
4707,c632a2e7-d914-4e3c-a65b-66607c8610fb,614655.0,Lead Add Form,Welingak Website,No,No,0.0,0.0,0.0,SMS Sent,,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
4582,6e670269-4a4d-42e2-b73b-10216df1067c,615839.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,0.0
1717,ccfdaa58-ae5e-4510-ba02-744a62acb323,642741.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,0.0
7292,7ea174a1-d6a9-4ff0-abab-699985f48310,593482.0,Landing Page Submission,Direct Traffic,No,No,8.0,698.0,2.0,Email Opened,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened,0.0
4768,ef81be3d-5b4f-4de3-abf1-5d98cf4354ea,614139.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Olark Chat Conversation,0.0
2945,f44d5449-dc59-41ea-be95-3b1edbbd1685,631488.0,Landing Page Submission,Google,No,No,4.0,59.0,2.0,SMS Sent,India,Travel and Tourism,Social Media,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Modified,0.0
6246,de276271-e932-4686-aebb-00b146d2f6ec,601856.0,Landing Page Submission,Direct Traffic,No,No,2.0,288.0,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent,0.0
6954,8a510532-23ee-4277-880e-d691ddd1b8aa,596296.0,Landing Page Submission,Direct Traffic,No,No,2.0,221.0,2.0,Page Visited on Website,United States,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Mumbai,,,,,No,Yes,Modified,0.0
511,547d174e-fc4f-4015-9eaf-738f6905d260,655078.0,Landing Page Submission,Direct Traffic,No,No,4.0,439.0,4.0,Email Opened,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,13.0,No,No,Email Opened,0.0
6442,a8553467-0408-4970-af1d-af7d05402d4a,600595.0,Landing Page Submission,Google,No,No,6.0,58.0,6.0,SMS Sent,India,International Business,Other,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,No,Modified,0.0
5883,7b831a46-4e22-4801-9b66-613da94d977a,604832.0,Landing Page Submission,Direct Traffic,No,No,2.0,154.0,2.0,SMS Sent,India,E-COMMERCE,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Modified,0.0
8940,4aa86334-56a5-4234-9e27-26e64999f2f9,581802.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,16.0,No,No,Modified,0.0
2140,5f05a482-8fb5-4fe8-aca3-0f7b9d794178,639211.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,Email Link Clicked,,Services Excellence,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,14.0,16.0,No,No,Modified,1.0
839,11cb44c5-d45b-41b9-aa03-f0084d319416,651623.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,Email Opened,,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,No,Email Opened,1.0
6361,6d0c0741-5774-4089-9168-c8a5320347da,601102.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,Email Opened,1.0
2902,0e4b50f5-4a4e-4e30-93ae-a0cae3936b5f,631812.0,Landing Page Submission,Google,No,No,4.0,234.0,4.0,Page Visited on Website,India,Finance Management,Multiple Sources,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Modified,0.0
6307,24e4322e-57b7-4919-ab07-7d01c66a19a8,601495.0,Landing Page Submission,Google,No,No,5.0,153.0,2.5,Page Visited on Website,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Mumbai,,,,,No,Yes,Page Visited on Website,0.0
4852,2fcfa332-fd9e-4ce5-99c3-47162d363059,613525.0,API,Organic Search,No,No,2.0,253.0,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
7150,9045bb1f-1862-4e57-af12-f64f3815e13b,594646.0,Landing Page Submission,Google,No,No,8.0,735.0,8.0,Email Opened,India,Supply Chain Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Mumbai,,,,,No,No,Email Opened,1.0
8934,ce2c9744-30c8-48b9-9718-1abc736f7007,581860.0,Landing Page Submission,Google,No,No,3.0,399.0,3.0,Email Link Clicked,India,Marketing Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,No,Modified,1.0
8413,fcc9b4ad-1f4c-4158-a69f-b8619d1bea60,585643.0,Landing Page Submission,Organic Search,No,No,5.0,1531.0,5.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,SMS Sent,1.0
8072,800cfac0-ea3b-4ff9-896f-773a3d7c9af4,588048.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,SMS Sent,1.0
1350,ce7249c7-593c-48ca-89d6-99229c92ed27,645703.0,Landing Page Submission,Referral Sites,No,No,6.0,1689.0,6.0,Email Opened,India,Supply Chain Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Email Opened,1.0
2224,bde92f24-7f55-4063-8967-8ada400c068a,638180.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,Email Opened,1.0
747,fb568566-74c7-4c3c-b476-78c1a8f2966b,652707.0,Landing Page Submission,Google,No,No,5.0,285.0,5.0,Page Visited on Website,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Page Visited on Website,1.0
6783,0ed158ed-ea49-4302-8f55-22d9979cd68d,597841.0,API,Organic Search,No,No,9.0,1932.0,9.0,Olark Chat Conversation,India,E-Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,Select,Other Cities,,,,,No,Yes,Modified,0.0
5622,12f7bec6-3356-46bb-b513-525b12ce92c2,606851.0,Landing Page Submission,Google,No,No,5.0,366.0,2.5,Email Opened,India,Media and Advertising,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened,0.0
6043,6b8b1865-89f3-4728-8331-27bf88269083,603462.0,API,Google,No,No,2.0,32.0,1.0,Olark Chat Conversation,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,0.0
2889,b4921db7-77a4-4467-a958-7c33db40b82d,631944.0,Landing Page Submission,Organic Search,No,No,3.0,149.0,3.0,Email Opened,India,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,,,,,No,Yes,Email Opened,0.0
4418,3fd8c2ee-1d45-4a24-aa79-752a1781105d,617368.0,Landing Page Submission,Google,No,No,4.0,1501.0,4.0,SMS Sent,India,Human Resource Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Might be,No,No,Select,Mumbai,,,,,No,No,SMS Sent,0.0
1707,2a6dce70-e6cd-4281-95e1-dbd68157fcc8,642806.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0
4853,ebfae1c0-5479-4262-8590-841bafcbcb71,613517.0,Landing Page Submission,Organic Search,No,No,6.0,115.0,6.0,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,0.0
469,5e2436a2-a011-4ac6-8165-b7300cc81fd4,655360.0,Landing Page Submission,Organic Search,No,No,22.0,59.0,5.5,Page Visited on Website,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Page Visited on Website,0.0
630,af7de9f5-a8c4-4453-b57d-d45e235941e0,653964.0,Landing Page Submission,Google,No,No,4.0,1027.0,4.0,Email Opened,India,Media and Advertising,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,17.0,No,No,Email Opened,0.0
3086,d28a5320-c632-4979-adfd-e465cff76ad6,630367.0,API,Google,No,No,4.0,998.0,1.33,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent,1.0
